path,organisatie,productie,seizoen,persoon,gezelschap_QID,productie_QID,kunstenpunt_ID
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-12(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-13(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-2(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-3(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-4(foto onbekend) .jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-5(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-6(foto onbekend)jpg.jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-7(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-8(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Don Carlos/Untitled-9(foto onbekend).jpg,Theaterwetenschappen KVL,Don Carlos,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/86-87/Of avocado bij de lunch/Untitled-1(foto Jan Simeon).jpg,Theaterwetenschappen KVL,Of avocado bij de lunch,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/87-88/Trilogie van het weerzien/Untitled-1(foto Jan Simeon).jpg,Theaterwetenschappen KVL,Trilogie van het weerzien,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/87-88/Trilogie van het weerzien/Untitled-2(foto Jan Simeon).jpg,Theaterwetenschappen KVL,Trilogie van het weerzien,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/87-88/Trilogie van het weerzien/Untitled-3(foto Jan Simeon).jpg,Theaterwetenschappen KVL,Trilogie van het weerzien,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theaterwetenschappen KVL/87-88/Trilogie van het weerzien/Untitled-4(foto onbekend).jpg,Theaterwetenschappen KVL,Trilogie van het weerzien,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre de Galafronie/Lear/Untitled-1 (foto Corneel Maria Ryckeboer).jpg,Theatre de Galafronie,Lear,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre de Galafronie/Lear/96-97/Untitled-1(foto Corneel Ryckeboer).jpg,Theatre de Galafronie,Lear,1996-1997,,Q1953448,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre de Galafronie/Lear/96-97/Untitled-2(foto Corneel Ryckeboer).jpg,Theatre de Galafronie,Lear,1996-1997,,Q1953448,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre de Galafronie/Lear/96-97/Untitled-3(foto Corneel Maria Ryckeboer).jpg,Theatre de Galafronie,Lear,1996-1997,,Q1953448,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre de la Guimbarde/87-88/le roi et le cadavre/Untitled-1(foto onbekend).jpg,Theatre de la Guimbarde,le roi et le cadavre,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre Infini/87-88/Alice/Untitled-1(foto Mimi Brocas).jpg,Theatre Infini,Alice,1987-1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre Royal du parc/Les Moins sales/Untitled-1(foto onbekend).jpg,Theatre Royal du parc,Les Moins sales,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre Royal du parc/Les Moins sales/Untitled-2(foto onbekend).jpg,Theatre Royal du parc,Les Moins sales,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Theatre Royal du parc/Les Moins sales/Untitled-3(foto onbekend).jpg,Theatre Royal du parc,Les Moins sales,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/De drahenboom/2001-2002/Untitled-1 (foto onbekend).jpg,Tirasila,De drahenboom,2001-2002,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/De drahenboom/2001-2002/Untitled-4 (foto onbekend).jpg,Tirasila,De drahenboom,2001-2002,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1995-1996/Untitled-1 (foto Annabel Meuleman).jpg,Tirasila,Escurial,1995-1996,,Q54804680,Q57504052,430455
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1995-1996/Untitled-2 (foto Annabel Meuleman).jpg,Tirasila,Escurial,1995-1996,,Q54804680,Q57504052,430455
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1995-1996/Untitled-3 (foto Annabel Meuleman).jpg,Tirasila,Escurial,1995-1996,,Q54804680,Q57504052,430455
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-1 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-2 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-3 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-4 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-5 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-6 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-7 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-8 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Escurial/1996-1997/Untitled-9 (foto Dries Desmet).jpg,Tirasila,Escurial,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Het laatste verlangen/1999-2000/Untitled-4 (foto Desmet David).jpg,Tirasila,Het laatste verlangen,1999-2000,,Q54804560,Q57506018,435216
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Het laatste verlangen/1999-2000/Untitled-5 (foto Desmet David).jpg,Tirasila,Het laatste verlangen,1999-2000,,Q54804560,Q57506018,435216
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Het laatste verlangen/1999-2000/Untitled-6 (foto Desmet David).jpg,Tirasila,Het laatste verlangen,1999-2000,,Q54804560,Q57506018,435216
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Quad/1996-1997/Untitled-1 (foto Dries Desmet).jpg,Tirasila,Quad,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Quad/1996-1997/Untitled-2 (foto Dries Desmet).jpg,Tirasila,Quad,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Quad/1996-1997/Untitled-3 (foto Dries Desmet).jpg,Tirasila,Quad,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Quad/1996-1997/Untitled-4 (foto Dries Desmet).jpg,Tirasila,Quad,1996-1997,,Q54804560,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Ubu Koning/1997-1998/Untitled-1 (foto David De Smet).jpg,Tirasila,Ubu Koning,1997-1998,,Q54804695,Q57503157,431242
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Ubu Koning/1997-1998/Untitled-2 (foto David De Smet).jpg,Tirasila,Ubu Koning,1997-1998,,Q54804695,Q57503157,431242
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tirasila/Ubu Koning/1997-1998/Untitled-3 (foto David De Smet).jpg,Tirasila,Ubu Koning,1997-1998,,Q54804695,Q57503157,431242
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tom Lanoye/Onbekend seizoen/Untitled-1(foto onbekend).jpg,Tom Lanoye,Onbekend seizoen,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Tom Lanoye/Onbekend seizoen/Untitled-2(foto onbekend).jpg,Tom Lanoye,Onbekend seizoen,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/94-95/Kamer en de man/Untitled-1(Foto Phile Deprez).jpg,Toneelgroep Ceremonia,Kamer en de man,1994-1995,,Q54804839,Q57507750,430084
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/94-95/Nacthtelijk symposium/Untitled-1(Foto Phile Deprez).jpg,Toneelgroep Ceremonia,Nacthtelijk symposium,1994-1995,,Q54804839,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/94-95/Poete et prisonier/Untitled-1(Foto Phile Deprez).jpg,Toneelgroep Ceremonia,Poete et prisonier,1994-1995,,Q54804839,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/95-96/Nachtelijk symposium/Untitled-3(Foto Phile Deprez).jpg,Toneelgroep Ceremonia,Nachtelijk symposium,1995-1996,,Q54804839,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/97-98/Dolmen/Untitled-1(Foto Phile Deprez).jpg,Toneelgroep Ceremonia,Dolmen,1997-1998,,Q907677,Q57514081,431141
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/97-98/Dolmen/Untitled-2(Phile Deprez).jpg,Toneelgroep Ceremonia,Dolmen,1997-1998,,Q907677,Q57514081,431141
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/99-00/Regent  en regentes/Untitled-1(Foto Peter Dewindt).jpg,Toneelgroep Ceremonia,Regent  en regentes,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Toneelgroep Ceremonia/99-00/Regent  en regentes/Untitled-2(Foto Peter Dewindt).jpg,Toneelgroep Ceremonia,Regent  en regentes,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/93-94/Deemster/Untitled-1(foto Kristine Struyf)).jpg,Torka T,Deemster,1993-1994,,Q54804948,Q57507100,429690
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/93-94/Deemster/Untitled-2(foto Marleen Peeters).jpg,Torka T,Deemster,1993-1994,,Q54804948,Q57507100,429690
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/93-94/Faustus/Untitled-1(foto Herman Delahaye)).jpg,Torka T,Faustus,1993-1994,,Q54804948,Q57509483,429451
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/93-94/Faustus/Untitled-2(foto Kristine Struyf).jpg,Torka T,Faustus,1993-1994,,Q54804948,Q57509483,429451
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/93-94/Faustus/Untitled-3(foto Herman Delahaye).jpg,Torka T,Faustus,1993-1994,,Q54804948,Q57509483,429451
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/94-95/Onbekend-1(foto Jean van Lingen).jpg,Torka T,,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/94-95/Deemster/Untitled-1(foto onbekend).jpg,Torka T,Deemster,1994-1995,,Q54804948,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/94-95/Karamazow/Untitled-1(foto onbekend).jpg,Torka T,Karamazow,1994-1995,,Q54804948,Q57507950,429955
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Torka T/95-96/Macbeth/Untitled-1(foto Marleen Peeters).jpg,Torka T,Macbeth,1995-1996,,Q54804948,Q57510426,430288
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2001-2002/Via Viola/Untitled-1(foto Phile Deprez).jpg,Transparant,Via Viola,2001-2002,,Q2349400,Q57512493,436297
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2001-2002/Via Viola/Untitled-2(foto onbekend).jpg,Transparant,Via Viola,2001-2002,,Q2349400,Q57512493,436297
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2001-2002/Via Viola/Untitled-2(foto Phile Deprez).jpg,Transparant,Via Viola,2001-2002,,Q2349400,Q57512493,436297
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-1(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-2(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-3(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-4(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-5(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-6(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2002-2003/Zone Orfeo/Untitled-7(foto onbekend).jpg,Transparant,Zone Orfeo,2002-2003,,Q2747185,Q57509111,436975
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2003-2004/Drift/Untitled-1(foto onbekend).jpg,Transparant,Drift,2003-2004,,Q54860000,Q57501108,437582
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2003-2004/Drift/Untitled-2(foto onbekend).jpg,Transparant,Drift,2003-2004,,Q54860000,Q57501108,437582
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/2003-2004/Drift/Untitled-3(foto onbekend).jpg,Transparant,Drift,2003-2004,,Q54860000,Q57501108,437582
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/Bastien und bastienne/Untitled-1(foto onbekend).jpg,Transparant,Bastien und bastienne,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/Bastien und bastienne/Untitled-2(foto Antonissen Koen).jpg,Transparant,Bastien und bastienne,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/La serva padrona/Untitled-1(foto onbekend).jpg,Transparant,La serva padrona,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/La serva padrona/Untitled-2(foto Barceló).jpg,Transparant,La serva padrona,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/La serva padrona/Untitled-3(foto Barceló).jpg,Transparant,La serva padrona,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/87-88/Pimpinone/Untitled-1(foto onbekend).jpg,Transparant,Pimpinone,1987-1988,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/L'amant statue/Untitled-1(foto Antonissen Koen).jpg,Transparant,L'amant statue,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/La Cinesi/Untitled-1(foto onbekend).jpg,Transparant,La Cinesi,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/Rita/Untitled-1(foto Antonissen Koen).jpg,Transparant,Rita,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/The turn of the screw/Untitled-1(foto onbekend).jpg,Transparant,The turn of the screw,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/The turn of the screw/Untitled-2(foto onbekend).jpg,Transparant,The turn of the screw,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/The turn of the screw/Untitled-3(foto onbekend).jpg,Transparant,The turn of the screw,1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/The turn of the screw/Untitled-4(foto onbekend).jpg,Transparant,The turn of the screw,1988-1989,,Q2747185,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/88-89/Ulrike, een antieke tragedie/Untitled-1(foto onbekend).jpg",Transparant,"Ulrike, een antieke tragedie",1988-1989,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/Girasoli/Untitled-1(foto onbekend).jpg,Transparant,Girasoli,1989-1990,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/Girasoli/Untitled-2(foto obekend).jpg,Transparant,Girasoli,1989-1990,,Q2747185,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Transparant/89-90/L' arbre enchanté/Untitled-1(foto onbekend).jpg,Transparant,L' arbre enchanté,1989-1990,,Q2747185,,
