,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
3017,De tijd,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,Daar het somtijds logisch is,1996-1997,Daar het somtijds logisch is (1996-1997),Daar het somtijds logisch is (1996-1997),Q57500996,430665.0,Jobst Schnibbe,Tom Pintens,
3018,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,Tine Reymer,
3019,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
3020,De tijd,De Tijd,Q33100506,,,,,,,Kiki Vervloessem,,
3021,Brussels kamertoneel,,,Het kompromis,1986-1987,Het kompromis (1986-1987),Het kompromis (1986-1987),,,,,
3022,Brussels kamertoneel,,,Lukas,1987-1988,Lukas (1987-1988),Lukas (1987-1988),,,,,
3023,Brussels kamertoneel,,,Cash flow,1987-1988,Cash flow (1987-1988),Cash flow (1987-1988),,,,,
3024,Brussels kamertoneel,,,De reis naar Cintos,1987-1988,De reis naar Cintos (1987-1988),De reis naar Cintos (1987-1988),,,,,
3025,Brussels kamertoneel,,,De kunstopmeter,1988-1989,De kunstopmeter (1988-1989),De kunstopmeter (1988-1989),,,,,
3026,Brussels kamertoneel,,,Van daagraad tot middernacht,unkown,Van daagraad tot middernacht (unkown),Van daagraad tot middernacht (unkown),,,,,
3027,Brussels kamertoneel,,,Fool for love,unkown,Fool for love (unkown),Fool for love (unkown),,,,,
3028,Brussels kamertoneel,,,Gemengde gevoelens,unkown,Gemengde gevoelens (unkown),Gemengde gevoelens (unkown),,,,,
3029,Brussels kamertoneel,,,Hamlet de Jongleur,unkown,Hamlet de Jongleur (unkown),Hamlet de Jongleur (unkown),,,,,
3030,Brussels kamertoneel,,,Wat waar,unkown,Wat waar (unkown),Wat waar (unkown),,,,,
3031,Brussels kamertoneel,,,stralende tijden,unkown,stralende tijden (unkown),stralende tijden (unkown),,,,,
3032,Marti Co,,,Dracula,1990-1991,Dracula (1990-1991),Dracula (1990-1991),,,,,
3033,Marti Co,,,De grote Walvis,1992-1993,De grote Walvis (1992-1993),De grote Walvis (1992-1993),,,,,
3034,Marti Co,,,A la limite,1989-1990,A la limite (1989-1990),A la limite (1989-1990),,,,,
3035,Christina Dias,,,Melocoton,1989-1990,Melocoton (1989-1990),Melocoton (1989-1990),,,,,
3036,Teater Pepijn,,,Een stille dag,1988-1989,Een stille dag (1988-1989),Een stille dag (1988-1989),,,,,
3037,Blue Ran Dances,,,Take off Time,1987-1988,Take off Time (1987-1988),Take off Time (1987-1988),,,,,
3038,Blue Ran Dances,,,Two by One,1987-1988,Two by One (1987-1988),Two by One (1987-1988),,,,,
3039,Wolvin VZW,,,Plage Tattoo,1998-1999,Plage Tattoo (1998-1999),Plage Tattoo (1998-1999),,,,,
3040,Torka T,Torka T.,Q54804948,Macbeth,1995-1996,Macbeth (1995-1996),Macbeth (1995-1996),Q57510426,430288.0,Peggy Schepens,Bo Spaenc,
3041,Torka T,Torka T.,Q54804948,,,,,,,Mark Stroobants,Bo Verspaendonck,
3042,Torka T,Torka T.,Q54804948,,,,,,,Simone Milsdochter,,
3043,Torka T,Torka T.,Q54804948,,,,,,,Ron Cornet,,
3044,Torka T,Torka T.,Q54804948,,,,,,,Bert Cosemans,,
3045,Torka T,Torka T.,Q54804948,,,,,,,Lukas Smolders,,
3046,Torka T,Torka T.,Q54804948,Deemster,1993-1994,Deemster (1993-1994),Deemster (1993-1994),Q57507100,429690.0,Brigitte De Man,Wanda Joosten,Ludovic Van Craen
3047,Torka T,Torka T.,Q54804948,,,,,,,Wanda Joosten,,
3048,Torka T,Torka T.,Q54804948,,,,,,,Bert Cosemans,,
3049,Torka T,Torka T.,Q54804948,Faustus,1993-1994,Faustus (1993-1994),Faustus (1993-1994),Q57509483,429451.0,Mark Tijsmans,,Ludovic Van Craen
3050,Torka T,Torka T.,Q54804948,,,,,,,Ron Cornet,,
3051,Torka T,Torka T.,Q54804948,,,,,,,Ann Hendriks,,
3052,Torka T,Torka T.,Q54804948,,,,,,,Carry Goossens,,
3053,Torka T,Torka T.,Q54804948,Deemster,1994-1995,Deemster (1994-1995),Deemster (1994-1995),,,,,
3054,Torka T,Torka T.,Q54804948,Karamazow,1994-1995,Karamazow (1994-1995),Karamazow (1994-1995),Q57507950,429955.0,Mark Tijsmans,,Ilse Maesen
3055,Torka T,Torka T.,Q54804948,,,,,,,Bert Cosemans,,Marleen Peeters
3056,Torka T,Torka T.,Q54804948,,,,,,,,,Ludovic Van Craen
3057,Karin Vyncke,,,"Nerf, febr.'9",1995-1996,"Nerf, febr.'9 (1995-1996)","Nerf, febr.'9 (1995-1996)",,,,,
3058,Karin Vyncke,,,Me-zon,1988-1989,Me-zon (1988-1989),Me-zon (1988-1989),,,,,
3059,Karin Vyncke,,,Vous avez compris  que je,1988-1989,Vous avez compris  que je (1988-1989),Vous avez compris  que je (1988-1989),,,,,
3060,Karin Vyncke,,,All shall be well,1994-1995,All shall be well (1994-1995),All shall be well (1994-1995),,,,,
3061,Karin Vyncke,,,Could can be,1994-1995,Could can be (1994-1995),Could can be (1994-1995),,,,,
3062,Karin Vyncke,,,and yet not without,1999-192000,and yet not without (1999-192000),and yet not without (1999-192000),,,,,
3063,Karin Vyncke,,,Vlasnaald,1997-1998,Vlasnaald (1997-1998),Vlasnaald (1997-1998),,,,,
3064,Karin Vyncke,,,Tar,1997-1998,Tar (1997-1998),Tar (1997-1998),,,,,
3065,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Tekens aan de wand,1992-1993,Tekens aan de wand (1992-1993),Tekens aan de wand (1992-1993),,,,,
3066,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Iota Danst,1999-1900,Iota Danst (1999-1900),Iota Danst (1999-1900),,,,,
3067,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met een lijn op wandel,1999-1900,Met een lijn op wandel (1999-1900),Met een lijn op wandel (1999-1900),,,,,
3068,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de voeten op de grond,1999-1900,Met de voeten op de grond (1999-1900),Met de voeten op de grond (1999-1900),,,,,
3069,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Groot klein-Bao,1994-1995,Groot klein-Bao (1994-1995),Groot klein-Bao (1994-1995),,,,,
3070,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Klein klein bao,1994-1995,Klein klein bao (1994-1995),Klein klein bao (1994-1995),,,,,
3071,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Maniana Pineda,1994-1995,Maniana Pineda (1994-1995),Maniana Pineda (1994-1995),,,,,
3072,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de voeten op de grond,1994-1995,Met de voeten op de grond (1994-1995),Met de voeten op de grond (1994-1995),,,,,
3073,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de rug tegen de muur,1997-1998,Met de rug tegen de muur (1997-1998),Met de rug tegen de muur (1997-1998),,,,,
3074,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de voeten op de grond,1997-1998,Met de voeten op de grond (1997-1998),Met de voeten op de grond (1997-1998),,,,,
3075,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de rug tegen de muur,1996-1997,Met de rug tegen de muur (1996-1997),Met de rug tegen de muur (1996-1997),Q57505329,430560.0,Marijke Ceunen,Lieven Baeyens,
3076,Iota Theaterwerkgroep,Iota Theaterwerkgroep,Q54803447,Met de voeten op de grond,1996-1997,Met de voeten op de grond (1996-1997),Met de voeten op de grond (1996-1997),,,,,
3077,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,Mitrajet,2000-2001,Mitrajet (2000-2001),Mitrajet (2000-2001),Q57502611,435295.0,Johan Van Lierde,,
3078,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,"Vroeg, Een dinsdagmorgend",1999-2000,"Vroeg, Een dinsdagmorgend (1999-2000)","Vroeg, een dinsdagmorgend (1999-2000)",Q57511398,434774.0,Michel Mentens,Geert Waegeman,
3079,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,,,,,,,Roeland De Swert,Gerrit Valckenaers,
3080,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,,,,,,,Bernard Van Eeghem,,
3081,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,,,,,,,Els Theunis,,
3082,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,,,,,,,Stijn Devillé,,
3083,Braakland.ZheBilding,Braakland/ZheBilding,Q54803966,,,,,,,Lévi Steenveld,,
3084,Trefpunt,,,Traditional latin dance. Pinos Nuevos,1996,Traditional latin dance. Pinos Nuevos (1996),Traditional latin dance. Pinos Nuevos (1996),,,,,
3085,Trefpunt,,,Madhumita Raut,1996-1997,Madhumita Raut (1996-1997),Madhumita Raut (1996-1997),,,,,
3086,Trefpunt,,,Sachnez,1997,Sachnez (1997),Sachnez (1997),,,,,
3087,NeedCompany,Needcompany,Q2126644,Needcompany's Macbeth,1995-1996,Needcompany's Macbeth (1995-1996),Needcompany's Macbeth (1995-1996),,,,,
3088,NeedCompany,Needcompany,Q2126644,Tres,1995-1996,Tres (1995-1996),Tres (1995-1996),,,,,
3089,NeedCompany,Needcompany,Q2126644,Invictos,1990-1991,Invictos (1990-1991),Invictos (1990-1991),,,,,
3090,NeedCompany,Needcompany,Q2126644,Julius Caesar,1990-1991,Julius Caesar (1990-1991),Julius Caesar (1990-1991),,,,,
3091,NeedCompany,Needcompany,Q2126644,ça va,1988-1989,ça va (1988-1989),ça va (1988-1989),,,,,
3092,NeedCompany,Theater am Turm,Q2416041,Snakesong le Voyeur,1993-1994,Snakesong le Voyeur (1993-1994),Snakesong / Le voyeur (1993-1994),Q57504092,429666.0,Carly Wijs,,Carl Gydé
3093,NeedCompany,Needcompany,Q2126644,,,,,,,Claude Godin,,
3094,NeedCompany,Needcompany,Q2126644,,,,,,,Christophe Olry,,
3095,NeedCompany,Needcompany,Q2126644,,,,,,,Fumiyo Ikeda,,
3096,NeedCompany,Needcompany,Q2126644,,,,,,,Grace Ellen Barkey,,
3097,NeedCompany,Needcompany,Q2126644,,,,,,,Carlotta Sagna,,
3098,NeedCompany,Needcompany,Q2126644,,,,,,,Muriel Hérault,,
3099,NeedCompany,Needcompany,Q2126644,,,,,,,Ina Geerts,,
3100,NeedCompany,Needcompany,Q2126644,One,unkown,One (unkown),One (unkown),,,,,
3101,NeedCompany,Needcompany,Q2126644,Schade Schade,1992-1993,Schade Schade (1992-1993),Schade Schade (1992-1993),,,,,
3102,NeedCompany,Needcompany,Q2126644,Antonius und Cleopatra,1992-1993,Antonius und Cleopatra (1992-1993),Antonius und Cleopatra (1992-1993),,,,,
3103,NeedCompany,Needcompany,Q2126644,Antonius und Cleopatra,1991-1992,Antonius und Cleopatra (1991-1992),Antonius und Cleopatra (1991-1992),,,,,
3104,NeedCompany,Needcompany,Q2126644,DjamesDjoyceDead,1999-1900,DjamesDjoyceDead (1999-1900),DjamesDjoyceDead (1999-1900),,,,,
3105,NeedCompany,Needcompany,Q2126644,Needcompany's king Lear,1999-1900,Needcompany's king Lear (1999-1900),Needcompany's king Lear (1999-1900),,,,,
3106,NeedCompany,Needcompany,Q2126644,The snakesong trilogy,1994-1995,The snakesong trilogy (1994-1995),The snakesong trilogy (1994-1995),,,,,
3107,NeedCompany,Needcompany,Q2126644,Caligula,1998-1999,Caligula (1998-1999),Caligula (1998-1999),,,,,
3108,NeedCompany,Théâtre de la Ville,Q29948033,Morning Song,1998-1999,Morning Song (1998-1999),"Morning Song. No beauty for me there where human life is rare, part II (1998-1999)",Q57698836,431498.0,Mil Seghers,,André Schneider
3109,NeedCompany,Needcompany,Q2126644,,,,,,,Gonzalo Cunill,,
3110,NeedCompany,HAU Hebbel Am Ufer,Q43062707,,,,,,,Viviane De Muynck,,
3111,NeedCompany,Needcompany,Q2126644,,,,,,,Simon Versnel,,
3112,NeedCompany,Needcompany,Q2126644,,,,,,,Tijen Lawton,,
3113,NeedCompany,Needcompany,Q2126644,,,,,,,Carlotta Sagna,,
3114,NeedCompany,Needcompany,Q2126644,,,,,,,Misha Downey,,
3115,NeedCompany,Needcompany,Q2126644,,,,,,,Eduardo Torroja Fungairiño,,
3116,NeedCompany,Needcompany,Q2126644,Rood Red Rouge,1998-1999,Rood Red Rouge (1998-1999),Rood Red Rouge (1998-1999),,,,,
3117,NeedCompany,Kaaitheater,Q3191607,The snakesong Trilogy. Integrale versie,1997-1998,The snakesong Trilogy. Integrale versie (1997-1998),The Snakesong Trilogy (integrale versie met live muziek) (1997-1998),Q57509919,431388.0,Mil Seghers,Paul De Clerck,
3118,NeedCompany,Vienna Festival,Q339578,,,,,,,Gonzalo Cunill,,
3119,NeedCompany,HAU Hebbel Am Ufer,Q43062707,,,,,,,Viviane De Muynck,,
3120,NeedCompany,Needcompany,Q2126644,,,,,,,Carlotta Sagna,,
3121,NeedCompany,Needcompany,Q2126644,,,,,,,Ina Geerts,,
3122,NeedCompany,Needcompany,Q2126644,,,,,,,Gianfranco Poddighe,,
3123,NeedCompany,Needcompany,Q2126644,Needcompany's Maccebth,1996-1997,Needcompany's Maccebth (1996-1997),Needcompany's Maccebth (1996-1997),,,,,
3124,NeedCompany,Needcompany,Q2126644,Stories,1996-1997,Stories (1996-1997),Stories (1996-1997),,,,,
3125,NeedCompany,Needcompany,Q2126644,Snakesong,1996-1997,Snakesong (1996-1997),Snakesong (1996-1997),,,,,
3126,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De tuinman van de koning,1986-1987,De tuinman van de koning (1986-1987),De tuinman van de koning (1986-1987),,,,,
3127,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De Kontrabas,1986-1987,De Kontrabas (1986-1987),De Kontrabas (1986-1987),,,,,
3128,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Happy day's,1986-1987,Happy day's (1986-1987),Happy day's (1986-1987),,,,,
3129,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Pak em Stanzi,1986-1987,Pak em Stanzi (1986-1987),Pak em Stanzi (1986-1987),,,,,
3130,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De stoel van Skanislawski,1986-1987,De stoel van Skanislawski (1986-1987),De stoel van Skanislawski (1986-1987),,,,,
3131,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Hamlet,1986-1987,Hamlet (1986-1987),Hamlet (1986-1987),,,,,
3132,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Gelukkige dagen,1987-1988,Gelukkige dagen (1987-1988),Gelukkige dagen (1987-1988),,,,,
3133,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Teibele en haar duivel,1987-1988,Teibele en haar duivel (1987-1988),Teibele en haar duivel (1987-1988),,,,,
3134,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Geschiedenis van een paard,1987-1988,Geschiedenis van een paard (1987-1988),Geschiedenis van een paard (1987-1988),,,,,
3135,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Scapino,1987-1988,Scapino (1987-1988),Scapino (1987-1988),,,,,
3136,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Verhalen uit het weense woud,1987-1988,Verhalen uit het weense woud (1987-1988),Verhalen uit het weense woud (1987-1988),,,,,
3137,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,"Pat, een koningspel",1987-1988,"Pat, een koningspel (1987-1988)","Pat, een koningspel (1987-1988)",,,,,
3138,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Antigone,1990-1991,Antigone (1990-1991),Antigone (1990-1991),,,,,
3139,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De Canadese muur,1988-1989,De Canadese muur (1988-1989),De Canadese muur (1988-1989),,,,,
3140,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Dagboek van een gek,1988-1989,Dagboek van een gek (1988-1989),Dagboek van een gek (1988-1989),,,,,
3141,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Teibele en haar duivel,1988-1989,Teibele en haar duivel (1988-1989),Teibele en haar duivel (1988-1989),,,,,
3142,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Houten Clara,1988-1989,Houten Clara (1988-1989),Houten Clara (1988-1989),,,,,
3143,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Spoken,1988-1989,Spoken (1988-1989),Spoken (1988-1989),,,,,
3144,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De reis om de wereld in 80 dagen,1988-1989,De reis om de wereld in 80 dagen (1988-1989),De reis om de wereld in 80 dagen (1988-1989),,,,,
3145,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Dood van een handelsreiziger,1988-1989,Dood van een handelsreiziger (1988-1989),Dood van een handelsreiziger (1988-1989),,,,,
3146,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,"August, August, August",unkown,"August, August, August (unkown)","August, August, August (unkown)",,,,,
3147,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Peer Gynt,2001-2002,Peer Gynt (2001-2002),Peer Gynt (2001-2002),Q57510786,436248.0,Christel Vanschoonwinkel,,
3148,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Jan Wijns,,
3149,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Philippe Liekens,,
3150,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Lizzy Braem,,
3151,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Sarah Spaas,,
3152,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Jan De Maeyer,,
3153,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Bert Cosemans,,
3154,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Julienne De Bruyn,,
3155,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Dirk Lavrysen,,
3156,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Roger Van Kerpel,,
3157,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Elise De Vliegher,,
3158,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Rudolf Segers,,
3159,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Het spel van liefde en toeval,1989-1990,Het spel van liefde en toeval (1989-1990),Het spel van liefde en toeval (1989-1990),,,,,
3160,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Lange dagreis naar de nacht,1989-1990,Lange dagreis naar de nacht (1989-1990),Lange dagreis naar de nacht (1989-1990),,,,,
3161,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Amanda en de widowmaker,1994-1995,Amanda en de widowmaker (1994-1995),Amanda en de widowmaker (1994-1995),Q57508675,429911.0,Nora Tilley,,Katri Vereecken
3162,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,,,Luc Daans
3163,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De schommel,1994-1995,De schommel (1994-1995),De schommel (1994-1995),Q57505242,429910.0,Christel Vanschoonwinkel,Peter Verberckmoes,Ali Wouters
3164,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Hans Van Cauwenberghe,,Gitt Bolsens
3165,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Peter Michel,,Guy Defossez
3166,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Robert de la Haye,,
3167,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Bart Voet,,
3168,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Hedda Gabler,1994-1995,Hedda Gabler (1994-1995),Hedda Gabler (1994-1995),Q57512586,429914.0,Anneleen Cooreman,,
3169,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Janna Baeyens,,
3170,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Julienne De Bruyn,,
3171,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,John Willaert,,
3172,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Eric Kerremans,,
3173,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Dirk Lavrysen,,
3174,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,An Nelissen,,
3175,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De grieken,1994-1995,De grieken (1994-1995),De Grieken (1994-1995),Q57506736,429913.0,Anneleen Cooreman,Wannes Van de Velde,Bruno Bressanutti
3176,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Christel Vanschoonwinkel,,Rob Karreman
3177,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Jim Van Arkkels,,Guy Defossez
3178,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Arne Van Brabant,,Gitt Bolsens
3179,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Nils Verbeeck,,Staf Vackier
3180,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Hans Van Cauwenberghe,,Katri Vereecken
3181,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Julienne De Bruyn,,
3182,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Eric Kerremans,,
3183,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Roger Van Kerpel,,
3184,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,John Willaert,,
3185,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Dries Jacobs,,
3186,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Sophie Onghena,,
3187,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,Dirk Lavrysen,,
3188,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,,,,,,,An Nelissen,,
3189,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De lintjes van mijnheer Schutz,1994-1995,De lintjes van mijnheer Schutz (1994-1995),De lintjes van mijnheer Schutz (1994-1995),,,,,
3190,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Image makers,1999-192000,Image makers (1999-192000),Image makers (1999-192000),,,,,
3191,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Lessen in liefde,1999-192000,Lessen in liefde (1999-192000),Lessen in liefde (1999-192000),,,,,
3192,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Hakkelgaren,1999-192000,Hakkelgaren (1999-192000),Hakkelgaren (1999-192000),,,,,
3193,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Om liefdeswil,1999-192000,Om liefdeswil (1999-192000),Om liefdeswil (1999-192000),,,,,
3194,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De man van het toeval,1999-192000,De man van het toeval (1999-192000),De man van het toeval (1999-192000),,,,,
3195,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Amy's idee,1999-192000,Amy's idee (1999-192000),Amy's idee (1999-192000),,,,,
3196,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,"Ritter, Dene, Voss",1997-1998,"Ritter, Dene, Voss (1997-1998)","Ritter, Dene, Voss (1997-1998)",,,,,
3197,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De snelste klok van de schepping,1997-1998,De snelste klok van de schepping (1997-1998),De snelste klok van de schepping (1997-1998),,,,,
3198,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Iets intiems en Jef en Jos,1997-1998,Iets intiems en Jef en Jos (1997-1998),Iets intiems en Jef en Jos (1997-1998),,,,,
3199,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,De piano,1997-1998,De piano (1997-1998),De piano (1997-1998),,,,,
3200,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Skylight,1997-1998,Skylight (1997-1998),Skylight (1997-1998),,,,,
3201,Nieuw Ensemble Raamteater,Nieuw Ensemble Raamteater,Q56022436,Een ideale echtgenoot,1996-1997,Een ideale echtgenoot (1996-1997),Een ideale echtgenoot (1996-1997),Q57512405,430773.0,Anneleen Cooreman,,
