,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
2785,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Zeer volle maan,1997-1998,Zeer volle maan (1997-1998),Zeer volle maan (1997-1998),,,,,
2786,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Een dag van koper,1997-1998,Een dag van koper (1997-1998),Een dag van Koper (1997-1998),Q57504114,431258.0,Hans Wellens,Hans Wellens,Eric De Volder
2787,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Maddy Kok,Tom Vermeir,Janni Van Goor
2788,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Bart Klein,,Alan Marriott
2789,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Ineke Nijssen,,Janine Brogt
2790,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Tom Vermeir,,Eva Bal
2791,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,,,Ineke Nijssen
2792,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Komosha,1997-1998,Komosha (1997-1998),Komosha (1997-1998),,,,,
2793,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Fragment,1985-1986,Fragment (1985-1986),Fragment (1985-1986),,,,,
2794,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Koningen,1985-1986,Koningen (1985-1986),Koningen (1985-1986),,,,,
2795,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Struik zovers,1985-1986,Struik zovers (1985-1986),Struik zovers (1985-1986),,,,,
2796,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Voetsappen in de nacht,1996-1997,Voetsappen in de nacht (1996-1997),Voetsappen in de nacht (1996-1997),,,,,
2797,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Lenz,1996-1997,Lenz (1996-1997),Lenz (1996-1997),,,,,
2798,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,Littekens en bergman,1996-1997,Littekens en bergman (1996-1997),Littekens en Bergman (1996-1997),Q57507667,430804.0,Joana Marcelino Rodrigues,,
2799,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Tine Peeters,,
2800,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Jan Goeman,,
2801,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Willem Hostens,,
2802,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Hanne Slock,,
2803,Speelteater Gent Kopergieterij,Speelteater Gent,Q54805074,,,,,,,Flo Callens,,
2804,Zomer van Antwerpen,,,Cie Carabosse water vuur muziek,2000-2001,Cie Carabosse water vuur muziek (2000-2001),Cie Carabosse water vuur muziek (2000-2001),,,,,
2805,Zomer van Antwerpen,,,Circus Ethiopia,1999-2000,Circus Ethiopia (1999-2000),Circus Ethiopia (1999-2000),,,,,
2806,Zomer van Antwerpen,,,Cirque Romanes Zigeunercircus,1999-2000,Cirque Romanes Zigeunercircus (1999-2000),Cirque Romanes Zigeunercircus (1999-2000),,,,,
2807,Zomer van Antwerpen,,,Cirque Baroque Ninger,1999-2000,Cirque Baroque Ninger (1999-2000),Cirque Baroque Ninger (1999-2000),,,,,
2808,Les Ballets C de la B,Vooruit,Q907677,La Tristeza Complice,1995-1996,La Tristeza Complice (1995-1996),La Tristeza Complice (1995-1996),Q57508039,430115.0,Fatou Traoré,Mikiko Suzuki,Marc Vandermeulen
2809,Les Ballets C de la B,Théâtre de la Ville,Q29948033,,,,,,,Thomas Dhanens,Fazila Ugljesa,Johan Strumane
2810,Les Ballets C de la B,Kanonhallen,Q54912420,,,,,,,Sam Louwyck,Eurudike De Beul,Kristel Deweerdt
2811,Les Ballets C de la B,deSingel,Q775025,,,,,,,Lisa Gunstone,Edwig Abrath,
2812,Les Ballets C de la B,LOD Studio,Q33100636,,,,,,,Ronald Burchi,Freddy Caelen,
2813,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Gabriela Carrizo,Jürgen Steenkiste,
2814,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Severine Tessa Kolt,Gwen Cresens,
2815,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Juliette Bougard,Wim Kestens,
2816,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Franck Chartier,Ludo Mariën,
2817,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Minne Vosteen,Mike Smeulders,
2818,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Mathieu Delporte,Philippe Thuriot,
2819,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Koen Augustijnen,Emmanuel Compte,
2820,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Nelis Cosyns,Patricia George,
2821,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Angélique Willkie,Ivan Smeulders,
2822,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Philippe Beloul,,
2823,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Kathy Cogill,,
2824,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Abdelaziz Sarrokh,,
2825,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Necati Köylü,,
2826,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Ian Mattan,,
2827,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Sanne Thyrion,,
2828,Les Ballets C de la B,Théâtre de la Ville,Q29948033,Rien de rien,2000-2001,Rien de rien (2000-2001),Rien de Rien (2000-2001),Q57505066,435326.0,Laura Neyskens,Roel Dieltiens,
2829,Les Ballets C de la B,Rotterdamse Schouwburg,Q2915057,,,,,,,Sidi Larbi Cherkaoui,,
2830,Les Ballets C de la B,Vooruit,Q907677,,,,,,,Damien Jalet,,
2831,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Marie-Louise Wilderijckx,,
2832,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Jurij Konjar,,
2833,Les Ballets C de la B,Les Ballets C de la B,Q2855619,,,,,,,Angélique Willkie,,
2834,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Emma,1987-1988,Emma (1987-1988),Emma (1987-1988),,,,,
2835,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Bonjour Madame,1993-1994,Bonjour Madame (1993-1994),Bonjour Madame (1993-1994),,,,,
2836,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Wolf,2002-2003,Wolf (2002-2003),Wolf (2002-2003),,,,,
2837,Les Ballets C de la B,Les Ballets C de la B,Q2855619,How to approach a dog,1991-1992,How to approach a dog (1991-1992),How to approach a dog (1991-1992),,,,,
2838,Les Ballets C de la B,Les Ballets C de la B,Q2855619,O Boom,1989-1990,O Boom (1989-1990),O Boom (1989-1990),,,,,
2839,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Everyman,1994-1995,Everyman (1994-1995),Everyman (1994-1995),,,,,
2840,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Bonjour madame,1994-1995,Bonjour madame (1994-1995),Bonjour madame (1994-1995),,,,,
2841,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Workshop by the outfits of Bonjour madame,1994-1995,Workshop by the outfits of Bonjour madame (1994-1995),Workshop by the outfits of Bonjour madame (1994-1995),,,,,
2842,Les Ballets C de la B,Les Ballets C de la B,Q2855619,La Sortie,1998-1999,La Sortie (1998-1999),La Sortie (1998-1999),,,,,
2843,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Iets op bach,1998-1999,Iets op bach (1998-1999),Iets op bach (1998-1999),,,,,
2844,Les Ballets C de la B,Les Ballets C de la B,Q2855619,To crush Time,1997-1998,To crush Time (1997-1998),To crush Time (1997-1998),,,,,
2845,Les Ballets C de la B,Les Ballets C de la B,Q2855619,Au progrès,1997-1998,Au progrès (1997-1998),Au progrès (1997-1998),,,,,
2846,Les Ballets C de la B,Les Ballets C de la B,Q2855619,They feed we Eat Eat Eat,1996-1997,They feed we Eat Eat Eat (1996-1997),They feed we Eat Eat Eat (1996-1997),,,,,
2847,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,Nachtelijk symposium,1995-1996,Nachtelijk symposium (1995-1996),Nachtelijk symposium (1995-1996),,,,,
2848,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,Regent  en regentes,1999-1900,Regent  en regentes (1999-1900),Regent  en regentes (1999-1900),,,,,
2849,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,Kamer en de man,1994-1995,Kamer en de man (1994-1995),Kamer en de man (1994-1995),Q57507750,430084.0,Johan Knuts,,Geert Vanoorlé
2850,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,,,,,,,Bieke Brunin,,
2851,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,Nacthtelijk symposium,1994-1995,Nacthtelijk symposium (1994-1995),Nacthtelijk symposium (1994-1995),,,,,
2852,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,Poete et prisonier,1994-1995,Poete et prisonier (1994-1995),Poete et prisonier (1994-1995),,,,,
2853,Toneelgroep Ceremonia,Vooruit,Q907677,Dolmen,1997-1998,Dolmen (1997-1998),Dolmen (1997-1998),Q57514081,431141.0,Johan Knuts,,
2854,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,,,,,,,Philippe Flachet,,
2855,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,,,,,,,Hendrik Van Doorn,,
2856,Toneelgroep Ceremonia,Toneelgroep Ceremonia,Q54804839,,,,,,,Ineke Nijssen,,
2857,Maten,Maten,Q54805160,Mémoires uit de rijpingsjaren,1998-1999,Mémoires uit de rijpingsjaren (1998-1999),Mémoires uit de rijpingsjaren (1998-1999),,,,,
2858,Maten,Maten,Q54805160,Mémoires uit de rijpingsjaren,1997-1998,Mémoires uit de rijpingsjaren (1997-1998),Mémoires uit de rijpingsjaren (1997-1998),Q57508416,433795.0,Waas Gramser,,Sigrid Bousset
2859,Maten,Maten,Q54805160,Doña Rosita,1998-1999,Doña Rosita (1998-1999),Doña Rosita (1998-1999),,,,,
2860,Reizend Volkstheater,,,De dood van Tarjelkin,1986-1987,De dood van Tarjelkin (1986-1987),De dood van Tarjelkin (1986-1987),,,,,
2861,Reizend Volkstheater,,,Richards III,1986-1987,Richards III (1986-1987),Richards III (1986-1987),,,,,
2862,Reizend Volkstheater,,,Alles Liebe,1986-1987,Alles Liebe (1986-1987),Alles Liebe (1986-1987),,,,,
2863,Reizend Volkstheater,,,Geluk,1986-1987,Geluk (1986-1987),Geluk (1986-1987),,,,,
2864,Reizend Volkstheater,,,De staart van de mandarijn,1987-1988,De staart van de mandarijn (1987-1988),De staart van de mandarijn (1987-1988),,,,,
2865,Reizend Volkstheater,,,Nijinski,1987-1988,Nijinski (1987-1988),Nijinski (1987-1988),,,,,
2866,Reizend Volkstheater,,,Een vreemd Koppel,1987-1988,Een vreemd Koppel (1987-1988),Een vreemd Koppel (1987-1988),,,,,
2867,Reizend Volkstheater,,,Duivelskind,1987-1988,Duivelskind (1987-1988),Duivelskind (1987-1988),,,,,
2868,Reizend Volkstheater,,,Hedda Gabler,1987-1988,Hedda Gabler (1987-1988),Hedda Gabler (1987-1988),,,,,
2869,Reizend Volkstheater,,,Alle mensen zijn sterfelijk,1990-1991,Alle mensen zijn sterfelijk (1990-1991),Alle mensen zijn sterfelijk (1990-1991),,,,,
2870,Reizend Volkstheater,,,De liefdesmachine,1990-1991,De liefdesmachine (1990-1991),De liefdesmachine (1990-1991),,,,,
2871,Reizend Volkstheater,,,Oedipus,1990-1991,Oedipus (1990-1991),Oedipus (1990-1991),,,,,
2872,Reizend Volkstheater,,,Het haar van de hond,1988-1989,Het haar van de hond (1988-1989),Het haar van de hond (1988-1989),,,,,
2873,Reizend Volkstheater,,,Stalin,1989-1990,Stalin (1989-1990),Stalin (1989-1990),,,,,
2874,Reizend Volkstheater,,,De kersentuin,1989-1990,De kersentuin (1989-1990),De kersentuin (1989-1990),,,,,
2875,De Vieze gasten Werkgroep van vormingtheater,,,Kludde,1996-1997,Kludde (1996-1997),Kludde (1996-1997),,,,,
2876,De Vieze gasten Werkgroep van vormingtheater,,,Een Klein Kasteeltje,1996-1997,Een Klein Kasteeltje (1996-1997),Een Klein Kasteeltje (1996-1997),,,,,
2877,Alkyonis,,,Cyprus. Frauenballet,1999-192000,Cyprus. Frauenballet (1999-192000),Cyprus. Frauenballet (1999-192000),,,,,
2878,Europees Festival,Europees Festival,Q54803325,De Kinderen van Waknuk,2000-2001,De Kinderen van Waknuk (2000-2001),De Kinderen van Waknuk (2000-2001),,,,,
2879,Europees Festival,Europees Festival,Q54803325,De Leeuwen,2000-2001,De Leeuwen (2000-2001),De Leeuwen (2000-2001),Q57506949,435731.0,Peter Van De Velde,,
2880,Europees Festival,Europees Festival,Q54803325,,,,,,,Erik Burke,,
2881,Europees Festival,Europees Festival,Q54803325,,,,,,,Ann Esch,,
2882,Europees Festival,Europees Festival,Q54803325,,,,,,,Karen De Visscher,,
2883,Europees Festival,Europees Festival,Q54803325,Pas de deux,1998-1999,Pas de deux (1998-1999),Pas de deux (1998-1999),Q57503561,434430.0,Knarf Van Pellecom,,
2884,Europees Festival,Europees Festival,Q54803325,,,,,,,Frans Maas,,
2885,Europees Festival,Europees Festival,Q54803325,,,,,,,Anita Koninckx,,
2886,Europees Festival,Europees Festival,Q54803325,Kwartet voor 4,1998-1999,Kwartet voor 4 (1998-1999),Kwartet voor 4 (1998-1999),,,,,
2887,Europees Festival,Europees Festival,Q54803325,Mussen en zwamen,1998-1999,Mussen en zwamen (1998-1999),Mussen en zwamen (1998-1999),,,,,
2888,Europees Festival,Europees Festival,Q54803325,Moord,1998-1999,Moord (1998-1999),Moord! (1998-1999),Q57506155,434563.0,Wim Van de Velde,,
2889,Europees Festival,Europees Festival,Q54803325,,,,,,,Frans Maas,,
2890,Europees Festival,Europees Festival,Q54803325,,,,,,,Vicky Florus,,
2891,Europees Festival,Europees Festival,Q54803325,,,,,,,Arlette Sterckx,,
2892,Europees Festival,Europees Festival,Q54803325,Don Juan,1999-192000,Don Juan (1999-192000),Don Juan (1999-192000),,,,,
2893,Paul Kenens Solo Circater,,,Het perron,1994-1995,Het perron (1994-1995),Het perron (1994-1995),,,,,
2894,Jan Maillard Dirk Henrard,,,Het avondvullend Ballet,1989-1990,Het avondvullend Ballet (1989-1990),Het avondvullend Ballet (1989-1990),,,,,
2895,Eric Rooves,,,Interesting bodies,1995-1996,Interesting bodies (1995-1996),Interesting bodies (1995-1996),,,,,
2896,Eric Rooves,,,Amper zonder,1987-1988,Amper zonder (1987-1988),Amper zonder (1987-1988),,,,,
2897,Eric Rooves,,,Rijkgevulde thema's en donkere kleuren,1990-1991,Rijkgevulde thema's en donkere kleuren (1990-1991),Rijkgevulde thema's en donkere kleuren (1990-1991),,,,,
2898,Eric Rooves,,,mud Man,1988-1989,mud Man (1988-1989),mud Man (1988-1989),,,,,
2899,Eric Rooves,,,Hippos,1992-1993,Hippos (1992-1993),Hippos (1992-1993),,,,,
2900,Eric Rooves,,,Klapstuk 89,1992-1993,Klapstuk 89 (1992-1993),Klapstuk 89 (1992-1993),,,,,
2901,De tijd,De Tijd,Q33100506,Montagnes Russes,1995-1996,Montagnes Russes (1995-1996),Montagnes Russes (1995-1996),Q57500479,430147.0,Tania Van der Sanden,,
2902,De tijd,De Tijd,Q33100506,,,,,,,Jobst Schnibbe,,
2903,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2904,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
2905,De tijd,De Tijd,Q33100506,,,,,,,Tom Van Dyck,,
2906,De tijd,De Tijd,Q33100506,Drie zusters,1995-1996,Drie zusters (1995-1996),Drie Zusters (1995-1996),Q57506092,430149.0,Bob De Moor,,Gwendolyn de Bruyne
2907,De tijd,De Tijd,Q33100506,,,,,,,Lucas Vandervost,,
2908,De tijd,De Tijd,Q33100506,,,,,,,Johan Van Assche,,
2909,De tijd,De Tijd,Q33100506,,,,,,,Tania Van der Sanden,,
2910,De tijd,De Tijd,Q33100506,,,,,,,Bas Paijmans,,
2911,De tijd,De Tijd,Q33100506,,,,,,,Erik Lagrain,,
2912,De tijd,De Tijd,Q33100506,,,,,,,Jobst Schnibbe,,
2913,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2914,De tijd,De Tijd,Q33100506,,,,,,,Mieke De Groote,,
2915,De tijd,De Tijd,Q33100506,,,,,,,Sara De Bosschere,,
2916,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
2917,De tijd,De Tijd,Q33100506,,,,,,,Katrien Meganck,,
2918,De tijd,De Tijd,Q33100506,,,,,,,Tom Van Dyck,,
2919,De tijd,De Tijd,Q33100506,Over de dorpen,1995-1996,Over de dorpen (1995-1996),Over de dorpen (1995-1996),Q57504626,430148.0,Tania Van der Sanden,,
2920,De tijd,De Tijd,Q33100506,,,,,,,Jobst Schnibbe,,
2921,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2922,De tijd,De Tijd,Q33100506,,,,,,,Brit Alen,,
2923,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
2924,De tijd,De Tijd,Q33100506,,,,,,,Tom Van Dyck,,
2925,De tijd,De Tijd,Q33100506,Metamorphosen,1995-1996,Metamorphosen (1995-1996),Metamorphosen (1995-1996),Q57508645,430146.0,Tania Van der Sanden,,
2926,De tijd,De Tijd,Q33100506,,,,,,,Jobst Schnibbe,,
2927,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2928,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
2929,De tijd,De Tijd,Q33100506,,,,,,,Tom Van Dyck,,
2930,De tijd,De Tijd,Q33100506,Bal van de pompiers,2000-2001,Bal van de pompiers (2000-2001),Bal van de Pompiers (2000-2001),Q57509427,435552.0,Lucas Vandervost,Katelijne Verbeke,
2931,De tijd,De Tijd,Q33100506,,,,,,,Anja Van Riet,,
2932,De tijd,De Tijd,Q33100506,,,,,,,Gene Bervoets,,
2933,De tijd,De Tijd,Q33100506,,,,,,,Warre Borgmans,,
2934,De tijd,De Tijd,Q33100506,,,,,,,Vic De Wachter,,
2935,De tijd,De Tijd,Q33100506,,,,,,,Wim Opbrouck,,
2936,De tijd,De Tijd,Q33100506,,,,,,,Marc Van Eeghem,,
2937,De tijd,De Tijd,Q33100506,Risquons-tout,2000-2001,Risquons-tout (2000-2001),Risquons-tout (2000-2001),Q57506487,435553.0,Bob De Moor,,
2938,De tijd,De Tijd,Q33100506,,,,,,,Jurgen Delnaet,,
2939,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2940,De tijd,De Tijd,Q33100506,Macbeth,1987-1988,Macbeth (1987-1988),Macbeth (1987-1988),,,,,
2941,De tijd,De Tijd,Q33100506,Pan,1987-1988,Pan (1987-1988),Pan (1987-1988),,,,,
2942,De tijd,De Tijd,Q33100506,Het offer,1990-1991,Het offer (1990-1991),Het offer (1990-1991),,,,,
2943,De tijd,De Tijd,Q33100506,Casanova,1990-1991,Casanova (1990-1991),Casanova (1990-1991),,,,,
2944,De tijd,De Tijd,Q33100506,De fantasten,1990-1991,De fantasten (1990-1991),De fantasten (1990-1991),,,,,
2945,De tijd,De Tijd,Q33100506,De reisleidster,1988-1989,De reisleidster (1988-1989),De reisleidster (1988-1989),,,,,
2946,De tijd,De Tijd,Q33100506,congo,1988-1989,congo (1988-1989),congo (1988-1989),,,,,
2947,De tijd,De Tijd,Q33100506,Don Carlos,1988-1989,Don Carlos (1988-1989),Don Carlos (1988-1989),,,,,
2948,De tijd,deSingel,Q775025,De fantasten,1993-1994,De fantasten (1993-1994),De fantasten (1993-1994),Q57698425,429531.0,Bob De Moor,,Bas Paijmans
2949,De tijd,De Tijd,Q33100506,,,,,,,Johan Van Assche,,Sabine Roeyers
2950,De tijd,De Tijd,Q33100506,,,,,,,Warre Borgmans,,
2951,De tijd,De Tijd,Q33100506,,,,,,,Lucienne De Nutte,,
2952,De tijd,De Tijd,Q33100506,,,,,,,Mirei Bonte,,
2953,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
2954,De tijd,De Tijd,Q33100506,,,,,,,Rita Wouters,,
2955,De tijd,deSingel,Q775025,Pelleas en melisande,1993-1994,Pelleas en melisande (1993-1994),Pelleas en Melisande (1993-1994),Q57512970,429664.0,Bob De Moor,,Bas Paijmans
2956,De tijd,De Tijd,Q33100506,,,,,,,Chris Lomme,,Sabine Roeyers
2957,De tijd,De Tijd,Q33100506,,,,,,,Johan Van Assche,,
2958,De tijd,De Tijd,Q33100506,,,,,,,Mirei Bonte,,
2959,De tijd,De Tijd,Q33100506,,,,,,,Nand Buyl,,
2960,De tijd,De Tijd,Q33100506,Vaders en zonen,1992-1993,Vaders en zonen (1992-1993),Vaders en zonen (1992-1993),,,,,
2961,De tijd,De Tijd,Q33100506,De Hypochonders,1992-1993,De Hypochonders (1992-1993),De Hypochonders (1992-1993),,,,,
2962,De tijd,De Tijd,Q33100506,Groot en klein,1992-1993,Groot en klein (1992-1993),Groot en klein (1992-1993),,,,,
2963,De tijd,De Tijd,Q33100506,Slotkoor,1992-1993,Slotkoor (1992-1993),Slotkoor (1992-1993),,,,,
2964,De tijd,De Tijd,Q33100506,Tyrannie,1992-1993,Tyrannie (1992-1993),Tyrannie (1992-1993),,,,,
2965,De tijd,De Tijd,Q33100506,Torquato Tasso,1991-1992,Torquato Tasso (1991-1992),Torquato Tasso (1991-1992),,,,,
2966,De tijd,De Tijd,Q33100506,Tyrannie der hulp verlening,1991-1992,Tyrannie der hulp verlening (1991-1992),Tyrannie der hulp verlening (1991-1992),,,,,
2967,De tijd,De Tijd,Q33100506,4 zusters,2001-2002,4 zusters (2001-2002),4 zusters (2001-2002),Q57501955,436267.0,Antje De Boeck,George De Decker,
2968,De tijd,De Tijd,Q33100506,,,,,,,Els Dottermans,,
2969,De tijd,De Tijd,Q33100506,,,,,,,Chris Thys,,
2970,De tijd,De Tijd,Q33100506,,,,,,,Mieke De Groote,,
2971,De tijd,De Tijd,Q33100506,Schijn bedriegt,2001-2002,Schijn bedriegt (2001-2002),Schijn bedriegt (2001-2002),Q57698073,436265.0,Bob De Moor,,
2972,De tijd,De Tijd,Q33100506,,,,,,,Han Kerckhoffs,,
2973,De tijd,De Tijd,Q33100506,De zomergasten,2001-2002,De zomergasten (2001-2002),De zomergasten (2001-2002),,,,,
2974,De tijd,De Tijd,Q33100506,Risquons-tout,2001-2002,Risquons-tout (2001-2002),Risquons-tout (2001-2002),,,,,
2975,De tijd,De Tijd,Q33100506,Jakov bogomolov,1989-1990,Jakov bogomolov (1989-1990),Jakov bogomolov (1989-1990),,,,,
2976,De tijd,De Tijd,Q33100506,Voorjaarsontwaken,1989-1990,Voorjaarsontwaken (1989-1990),Voorjaarsontwaken (1989-1990),,,,,
2977,De tijd,De Tijd,Q33100506,Lulu,1989-1990,Lulu (1989-1990),Lulu (1989-1990),,,,,
2978,De tijd,De Tijd,Q33100506,Onbekende productie,unkown,Onbekende productie (unkown),Onbekende productie (unkown),,,,,
2979,De tijd,De Tijd,Q33100506,Romeo & Julia,unkown,Romeo & Julia (unkown),Romeo & Julia (unkown),,,,,
2980,De tijd,De Tijd,Q33100506,Hamlet,unkown,Hamlet (unkown),Hamlet (unkown),,,,,
2981,De tijd,De Tijd,Q33100506,Oidipoos,unkown,Oidipoos (unkown),Oidipoos (unkown),,,,,
2982,De tijd,De Tijd,Q33100506,Zomergasten,1999-1900,Zomergasten (1999-1900),Zomergasten (1999-1900),,,,,
2983,De tijd,De Tijd,Q33100506,De Ysberen revue,1999-1900,De Ysberen revue (1999-1900),De Ysberen revue (1999-1900),,,,,
2984,De tijd,De Tijd,Q33100506,De ondergang van de titanic,1999-1900,De ondergang van de titanic (1999-1900),De ondergang van de titanic (1999-1900),,,,,
2985,De tijd,De Tijd,Q33100506,De ondergang van de titanic,1994-1995,De ondergang van de titanic (1994-1995),De ondergang van de titanic (1994-1995),,,,,
2986,De tijd,De Tijd,Q33100506,Agatha,1994-1995,Agatha (1994-1995),Agatha (1994-1995),Q57507980,429854.0,Warre Borgmans,Katelijne Verbeke,
2987,De tijd,De Tijd,Q33100506,Grimm,1994-1995,Grimm (1994-1995),Grimm (1994-1995),,,,,
2988,De tijd,De Tijd,Q33100506,Pereira verklaart,1998-1999,Pereira verklaart (1998-1999),Pereira verklaart (1998-1999),Q57510684,431921.0,Dirk Buyse,,
2989,De tijd,De Tijd,Q33100506,,,,,,,Robbert So,,
2990,De tijd,De Tijd,Q33100506,,,,,,,Wim van der Grijn,,
2991,De tijd,De Tijd,Q33100506,Cocktail Party,1998-1999,Cocktail Party (1998-1999),Cocktail Party (1998-1999),Q57508458,432405.0,Bruno Vanden Broecke,,
2992,De tijd,De Tijd,Q33100506,,,,,,,Lucas Vandervost,,
2993,De tijd,De Tijd,Q33100506,,,,,,,Han Kerckhoffs,,
2994,De tijd,De Tijd,Q33100506,,,,,,,Betty Schuurman,,
2995,De tijd,De Tijd,Q33100506,,,,,,,Robbert So,,
2996,De tijd,De Tijd,Q33100506,,,,,,,Tamar van den Dop,,
2997,De tijd,De Tijd,Q33100506,,,,,,,Nettie Blanken,,
2998,De tijd,De Tijd,Q33100506,Bérénice,1997-1998,Bérénice (1997-1998),Bérénice (1997-1998),Q57502223,431138.0,Warre Borgmans,,
2999,De tijd,De Tijd,Q33100506,,,,,,,Johan Van Lierde,,
3000,De tijd,De Tijd,Q33100506,,,,,,,Jeroen Willems,,
3001,De tijd,De Tijd,Q33100506,,,,,,,Pierre Callens,,
3002,De tijd,De Tijd,Q33100506,Tityrus,1997-1998,Tityrus (1997-1998),Tityrus (1997-1998),,,,,
3003,De tijd,De Tijd,Q33100506,Vaders en zonen,1997-1998,Vaders en zonen (1997-1998),Vaders en Zonen (1997-1998),Q57504678,431137.0,Lucas Vandervost,,
3004,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
3005,De tijd,De Tijd,Q33100506,,,,,,,Wim van der Grijn,,
3006,De tijd,De Tijd,Q33100506,Noorderlicht,1997-1998,Noorderlicht (1997-1998),Noorderlicht (1997-1998),Q57511958,431136.0,Lucas Vandervost,,Diederik Aerts
3007,De tijd,De Tijd,Q33100506,,,,,,,Dirk Buyse,,
3008,De tijd,De Tijd,Q33100506,,,,,,,Wim van der Grijn,,
3009,De tijd,De Tijd,Q33100506,Zand,1996-1997,Zand (1996-1997),Zand (1996-1997),Q57645037,430664.0,Johan Van Assche,George De Decker,
3010,De tijd,De Tijd,Q33100506,,,,,,,Tania Van der Sanden,,
3011,De tijd,De Tijd,Q33100506,Woyzeck,1996-1997,Woyzeck (1996-1997),Woyzeck (1996-1997),Q57506980,430666.0,Dimitri Leue,Ward Weis,
3012,De tijd,De Tijd,Q33100506,,,,,,,Tania Van der Sanden,George De Decker,
3013,De tijd,De Tijd,Q33100506,,,,,,,Tom Van Dyck,,
3014,De tijd,De Tijd,Q33100506,,,,,,,Jorre Vandenbussche,,
3015,De tijd,De Tijd,Q33100506,,,,,,,Robbert So,,
3016,De tijd,De Tijd,Q33100506,Drie zusters,1996-1997,Drie zusters (1996-1997),Drie zusters (1996-1997),,,,,
